LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
fr,gates.and.grills,Gates And Grills,Gates And Grills,Gates And Grills,Portes Et Grills,Portes Et Grills,Portes Et Grills,Portes Et Grills,"'gates.and.grills':'Portes Et Grills',",
fr,general.and,and,and,and,et,et,et,et,"'general.and':'et',",
fr,general.drop.image,Drop Image Here,Drop Image Here,Drop Image Here,Déposez image ici,Déposez image ici,Déposez image ici,Déposez image ici,"'general.drop.image':'Déposez image ici',",
fr,general.new,New,New,New,Nouveau,Nouveau,Nouveau,Nouveau,"'general.new':'Nouveau',",
fr,general.optional,optional,optional,optional,optionnel,optionnel,optionnel,optionnel,"'general.optional':'optionnel',",
fr,general.repairs,General Repairs,General Repairs,General Repairs,Réparations générales,Réparations générales,Réparations générales,Réparations générales,"'general.repairs':'Réparations générales',",
fr,general.repairs.and.maintenance,General Repairs And Maintenance,General Repairs And Maintenance,General Repairs And Maintenance,Réparations et entretien généraux,Réparations et entretien généraux,Réparations et entretien généraux,Réparations et entretien généraux,"'general.repairs.and.maintenance':'Réparations et entretien généraux',",
fr,generators,Generators,Generators,Generators,Générateurs,Générateurs,Générateurs,Générateurs,"'generators':'Générateurs',",
fr,glass.and.mirrors,Glass And Mirrors,Glass And Mirrors,Glass And Mirrors,Glass And Mirrors,Glass And Mirrors,Glass And Mirrors,Glass And Mirrors,"'glass.and.mirrors':'Glass And Mirrors',",
fr,gondolas,Gondolas,Gondolas,Gondolas,Gondoles,Gondoles,Gondoles,Gondoles,"'gondolas':'Gondoles',",
fr,graffiti.removal,Graffiti Removal,Graffiti Removal,Graffiti Removal,Graffiti Removal,Graffiti Removal,Graffiti Removal,Graffiti Removal,"'graffiti.removal':'Graffiti Removal',",
fr,graphic.design,Graphic Design,Graphic Design,Graphic Design,Conception graphique,Conception graphique,Conception graphique,Conception graphique,"'graphic.design':'Conception graphique',",
fr,grease.cleaning.and.disposal,Grease Cleaning And Disposal,Grease Cleaning And Disposal,Grease Cleaning And Disposal,Graisse Nettoyage et élimination,Graisse Nettoyage et élimination,Graisse Nettoyage et élimination,Graisse Nettoyage et élimination,"'grease.cleaning.and.disposal':'Graisse Nettoyage et élimination',",
fr,grid.export,Export,Export,Export,Exportation,Exportation,Exportation,Exportation,"'grid.export':'Exportation',",
fr,grid.filter,Filter,Filter,Filter,Filtre,Filtre,Filtre,Filtre,"'grid.filter':'Filtre',",
fr,grid.filter.other,Filters,Filters,Filters,Filtres,Filtres,Filtres,Filtres,"'grid.filter.other':'Filtres',",
fr,grid.filterset_name,Name your filter,Name your filter,Name your filter,Nommez votre filtre,Nommez votre filtre,Nommez votre filtre,Nommez votre filtre,"'grid.filterset_name':'Nommez votre filtre',",
fr,grid.no_results,No Results,No Results,No Results,Aucun résultat,Aucun résultat,Aucun résultat,Aucun résultat,"'grid.no_results':'Aucun résultat',",
fr,grid.per_page,{{size}} per page,_size}} per page,_size_var_ per page,_size_var_ par page,_size}} par page,{{size}} par page,{{size}} par page,"'grid.per_page':'{{size}} par page',",
fr,grid.reset_all_options,Reset All Options,Reset All Options,Reset All Options,Réinitialiser toutes les options,Réinitialiser toutes les options,Réinitialiser toutes les options,Réinitialiser toutes les options,"'grid.reset_all_options':'Réinitialiser toutes les options',",
fr,grid.save_filter,Save Filter,Save Filter,Save Filter,Enregistrer le filtre,Enregistrer le filtre,Enregistrer le filtre,Enregistrer le filtre,"'grid.save_filter':'Enregistrer le filtre',",
fr,gunsmith,Gunsmith,Gunsmith,Gunsmith,Armurier,Armurier,Armurier,Armurier,"'gunsmith':'Armurier',",
fr,gutters.and.repairs,Gutters And Repairs,Gutters And Repairs,Gutters And Repairs,Gouttières et réparations,Gouttières et réparations,Gouttières et réparations,Gouttières et réparations,"'gutters.and.repairs':'Gouttières et réparations',",
fr,hair.salon.equipment,Hair Salon Equipment,Hair Salon Equipment,Hair Salon Equipment,Matériel salon de coiffure,Matériel salon de coiffure,Matériel salon de coiffure,Matériel salon de coiffure,"'hair.salon.equipment':'Matériel salon de coiffure',",
fr,hardscaping,Hardscaping,Hardscaping,Hardscaping,hardscaping,hardscaping,hardscaping,hardscaping,"'hardscaping':'hardscaping',",
fr,hardware,Hardware,Hardware,Hardware,Matériel,Matériel,Matériel,Matériel,"'hardware':'Matériel',",
fr,health.and.safety.systems,Health And Safety Systems,Health And Safety Systems,Health And Safety Systems,Santé et systèmes de sécurité,Santé et systèmes de sécurité,Santé et systèmes de sécurité,Santé et systèmes de sécurité,"'health.and.safety.systems':'Santé et systèmes de sécurité',",
fr,home.label.create,Create,Create,Create,Créer,Créer,Créer,Créer,"'home.label.create':'Créer',",
fr,hvac,Hvac,Hvac,Hvac,Hvac,Hvac,Hvac,Hvac,"'hvac':'Hvac',",
fr,hvac.parts,Hvac Parts,Hvac Parts,Hvac Parts,Pièces Hvac,Pièces Hvac,Pièces Hvac,Pièces Hvac,"'hvac.parts':'Pièces Hvac',",
fr,industrial.hygiene,Industrial Hygiene,Industrial Hygiene,Industrial Hygiene,Hygiène industrielle,Hygiène industrielle,Hygiène industrielle,Hygiène industrielle,"'industrial.hygiene':'Hygiène industrielle',",
fr,information.technology,Information Technology,Information Technology,Information Technology,Informatique,Informatique,Informatique,Informatique,"'information.technology':'Informatique',",
fr,irrigation.systems,Irrigation Systems,Irrigation Systems,Irrigation Systems,Système d'irrigation,Système d'irrigation,Système d'irrigation,Système d'irrigation,"'irrigation.systems':'Système d\'irrigation',",
fr,janitorial,Janitorial,Janitorial,Janitorial,conciergerie,conciergerie,conciergerie,conciergerie,"'janitorial':'conciergerie',",
fr,junk.removal,Junk Removal,Junk Removal,Junk Removal,débarras,débarras,débarras,débarras,"'junk.removal':'débarras',",
fr,kitchen.equipment,Kitchen Equipment,Kitchen Equipment,Kitchen Equipment,Équipement de cuisine,Équipement de cuisine,Équipement de cuisine,Équipement de cuisine,"'kitchen.equipment':'Équipement de cuisine',",
fr,kitchen.equipment.parts,Kitchen Equipment Parts,Kitchen Equipment Parts,Kitchen Equipment Parts,Pièces d'équipement de cuisine,Pièces d'équipement de cuisine,Pièces d'équipement de cuisine,Pièces d'équipement de cuisine,"'kitchen.equipment.parts':'Pièces d\'équipement de cuisine',",
fr,kitchen.exhaust,Kitchen Exhaust,Kitchen Exhaust,Kitchen Exhaust,Cuisine d'échappement,Cuisine d'échappement,Cuisine d'échappement,Cuisine d'échappement,"'kitchen.exhaust':'Cuisine d\'échappement',",
fr,kitchen.ventilation.controls,Kitchen Ventilation Controls,Kitchen Ventilation Controls,Kitchen Ventilation Controls,Contrôles Cuisine de ventilation,Contrôles Cuisine de ventilation,Contrôles Cuisine de ventilation,Contrôles Cuisine de ventilation,"'kitchen.ventilation.controls':'Contrôles Cuisine de ventilation',",
fr,laboratory.and.scientific.equipment,Laboratory And Scientific Equipment,Laboratory And Scientific Equipment,Laboratory And Scientific Equipment,Équipement de laboratoire et scientifique,Équipement de laboratoire et scientifique,Équipement de laboratoire et scientifique,Équipement de laboratoire et scientifique,"'laboratory.and.scientific.equipment':'Équipement de laboratoire et scientifique',",
fr,landscaping,Landscaping,Landscaping,Landscaping,Aménagement paysager,Aménagement paysager,Aménagement paysager,Aménagement paysager,"'landscaping':'Aménagement paysager',",
fr,laundry.equipment,Laundry Equipment,Laundry Equipment,Laundry Equipment,Equipement Buanderie,Equipement Buanderie,Equipement Buanderie,Equipement Buanderie,"'laundry.equipment':'Equipement Buanderie',",
fr,lighting,Lighting,Lighting,Lighting,Éclairage,Éclairage,Éclairage,Éclairage,"'lighting':'Éclairage',",
fr,linens.and.tablecloths,Linens And Tablecloths,Linens And Tablecloths,Linens And Tablecloths,Linge de lit et de table,Linge de lit et de table,Linge de lit et de table,Linge de lit et de table,"'linens.and.tablecloths':'Linge de lit et de table',",
fr,lockers,Lockers,Lockers,Lockers,Casiers,Casiers,Casiers,Casiers,"'lockers':'Casiers',",
fr,locks.and.keys,Locks And Keys,Locks And Keys,Locks And Keys,Serrures et clés,Serrures et clés,Serrures et clés,Serrures et clés,"'locks.and.keys':'Serrures et clés',",
fr,logistics,Logistics,Logistics,Logistics,Logistique,Logistique,Logistique,Logistique,"'logistics':'Logistique',",
fr,loss.prevention.and.investigations,Loss Prevention And Investigations,Loss Prevention And Investigations,Loss Prevention And Investigations,Prévention des pertes et enquêtes,Prévention des pertes et enquêtes,Prévention des pertes et enquêtes,Prévention des pertes et enquêtes,"'loss.prevention.and.investigations':'Prévention des pertes et enquêtes',",
fr,machine.repair,Machine Repair,Machine Repair,Machine Repair,Réparation de machines,Réparation de machines,Réparation de machines,Réparation de machines,"'machine.repair':'Réparation de machines',",
fr,mail.services,Mail Services,Mail Services,Mail Services,Mail services,Mail services,Mail services,Mail services,"'mail.services':'Mail services',",
fr,manufacturing,Manufacturing,Manufacturing,Manufacturing,Fabrication,Fabrication,Fabrication,Fabrication,"'manufacturing':'Fabrication',",
fr,marketing,Marketing,Marketing,Marketing,Commercialisation,Commercialisation,Commercialisation,Commercialisation,"'marketing':'Commercialisation',",
fr,masonry,Masonry,Masonry,Masonry,Maçonnerie,Maçonnerie,Maçonnerie,Maçonnerie,"'masonry':'Maçonnerie',",
fr,material.handling,Material Handling,Material Handling,Material Handling,Manipulation du matériel,Manipulation du matériel,Manipulation du matériel,Manipulation du matériel,"'material.handling':'Manipulation du matériel',",
fr,mats,Mats,Mats,Mats,Mats,Mats,Mats,Mats,"'mats':'Mats',",
fr,meat.processing,Meat Processing,Meat Processing,Meat Processing,Transformation de la viande,Transformation de la viande,Transformation de la viande,Transformation de la viande,"'meat.processing':'Transformation de la viande',",
fr,medical.equipment.repair,Medical Equipment Repair,Medical Equipment Repair,Medical Equipment Repair,Equipement médical Réparation,Equipement médical Réparation,Equipement médical Réparation,Equipement médical Réparation,"'medical.equipment.repair':'Equipement médical Réparation',",
fr,menu.home,Home,Home,Home,Accueil,Accueil,Accueil,Accueil,"'menu.home':'Accueil',",
fr,merchant.services,Merchant Services,Merchant Services,Merchant Services,Services marchands,Services marchands,Services marchands,Services marchands,"'merchant.services':'Services marchands',",
fr,metal.restoration,Metal Restoration,Metal Restoration,Metal Restoration,Restauration de métal,Restauration de métal,Restauration de métal,Restauration de métal,"'metal.restoration':'Restauration de métal',",
fr,millwright,Millwright,Millwright,Millwright,Millwright,Millwright,Millwright,Millwright,"'millwright':'Millwright',",
fr,mobile.label.detail,Details,Details,Details,Détails,Détails,Détails,Détails,"'mobile.label.detail':'Détails',",
fr,modules.assets.titleShort,Assets,Assets,Assets,Les atouts,Les atouts,Les atouts,Les atouts,"'modules.assets.titleShort':'Les atouts',",
fr,modules.invoices.titleShort,Invoices,Invoices,Invoices,factures,factures,factures,factures,"'modules.invoices.titleShort':'factures',",
fr,modules.pms.titleShort,PM,PM,PM,PM,PM,PM,PM,"'modules.pms.titleShort':'PM',",
fr,modules.projects.titleShort,Projects,Projects,Projects,Projets,Projets,Projets,Projets,"'modules.projects.titleShort':'Projets',",
fr,modules.purchaseOrders.titleShort,Purchase Orders,Purchase Orders,Purchase Orders,Acheter en ligne,Acheter en ligne,Acheter en ligne,Acheter en ligne,"'modules.purchaseOrders.titleShort':'Acheter en ligne',",
fr,modules.rfqs.titleShort,RFQs,RFQs,RFQs,RFQ,RFQ,RFQ,RFQ,"'modules.rfqs.titleShort':'RFQ',",
fr,modules.tasks.titleShort,Tasks,Tasks,Tasks,les tâches,les tâches,les tâches,les tâches,"'modules.tasks.titleShort':'les tâches',",
fr,modules.tickets.newTickets,New Tickets,New Tickets,New Tickets,Nouveaux billets,Nouveaux billets,Nouveaux billets,Nouveaux billets,"'modules.tickets.newTickets':'Nouveaux billets',",
fr,modules.tickets.openTickets,Open Tickets,Open Tickets,Open Tickets,Billets ouverts,Billets ouverts,Billets ouverts,Billets ouverts,"'modules.tickets.openTickets':'Billets ouverts',",
fr,modules.tickets.titleShort,Tickets,Tickets,Tickets,Des billets,Des billets,Des billets,Des billets,"'modules.tickets.titleShort':'Des billets',",
fr,modules.workOrders.overdue,Overdue Work Orders,Overdue Work Orders,Overdue Work Orders,Ordres de travail en retard,Ordres de travail en retard,Ordres de travail en retard,Ordres de travail en retard,"'modules.workOrders.overdue':'Ordres de travail en retard',",
fr,modules.workOrders.titleShort,Work Orders,Work Orders,Work Orders,Ordres de travail,Ordres de travail,Ordres de travail,Ordres de travail,"'modules.workOrders.titleShort':'Ordres de travail',",
fr,movie.screen.cleaning,Movie Screen Cleaning,Movie Screen Cleaning,Movie Screen Cleaning,Film Screen Cleaning,Film Screen Cleaning,Film Screen Cleaning,Film Screen Cleaning,"'movie.screen.cleaning':'Film Screen Cleaning',",
fr,noise.control.products,Noise Control Products,Noise Control Products,Noise Control Products,Produits de lutte contre le bruit,Produits de lutte contre le bruit,Produits de lutte contre le bruit,Produits de lutte contre le bruit,"'noise.control.products':'Produits de lutte contre le bruit',",
fr,notices.offline,Your network connection is offline.,Your network connection is offline.,Your network connection is offline.,Votre connexion réseau est déconnecté.,Votre connexion réseau est déconnecté.,Votre connexion réseau est déconnecté.,Votre connexion réseau est déconnecté.,"'notices.offline':'Votre connexion réseau est déconnecté.',",
fr,notices.online,Your network connection is online.,Your network connection is online.,Your network connection is online.,Votre connexion réseau est en ligne.,Votre connexion réseau est en ligne.,Votre connexion réseau est en ligne.,Votre connexion réseau est en ligne.,"'notices.online':'Votre connexion réseau est en ligne.',",
fr,office.equipment,Office Equipment,Office Equipment,Office Equipment,Matériel de bureau,Matériel de bureau,Matériel de bureau,Matériel de bureau,"'office.equipment':'Matériel de bureau',",
fr,ophthalmic.equipment,Ophthalmic Equipment,Ophthalmic Equipment,Ophthalmic Equipment,Équipement ophtalmique,Équipement ophtalmique,Équipement ophtalmique,Équipement ophtalmique,"'ophthalmic.equipment':'Équipement ophtalmique',",
fr,paint.and.wallcovering,Paint And Wallcovering,Paint And Wallcovering,Paint And Wallcovering,Peinture Et Wallcovering,Peinture Et Wallcovering,Peinture Et Wallcovering,Peinture Et Wallcovering,"'paint.and.wallcovering':'Peinture Et Wallcovering',",
fr,parking.lot.sweeping,Parking Lot Sweeping,Parking Lot Sweeping,Parking Lot Sweeping,Parking Lot Balayer,Parking Lot Balayer,Parking Lot Balayer,Parking Lot Balayer,"'parking.lot.sweeping':'Parking Lot Balayer',",
fr,parts.washing.equipment,Parts Washing Equipment,Parts Washing Equipment,Parts Washing Equipment,Pièces détachées d'équipement à laver,Pièces détachées d'équipement à laver,Pièces détachées d'équipement à laver,Pièces détachées d'équipement à laver,"'parts.washing.equipment':'Pièces détachées d\'équipement à laver',",
fr,patio,Patio,Patio,Patio,Patio,Patio,Patio,Patio,"'patio':'Patio',",
fr,paving,Paving,Paving,Paving,Pavage,Pavage,Pavage,Pavage,"'paving':'Pavage',",
fr,permits,Permits,Permits,Permits,permis,permis,permis,permis,"'permits':'permis',",
fr,pest.control,Pest Control,Pest Control,Pest Control,Antiparasitaire,Antiparasitaire,Antiparasitaire,Antiparasitaire,"'pest.control':'Antiparasitaire',",
fr,photography,Photography,Photography,Photography,La photographie,La photographie,La photographie,La photographie,"'photography':'La photographie',",
fr,playground,Playground,Playground,Playground,Cour de récréation,Cour de récréation,Cour de récréation,Cour de récréation,"'playground':'Cour de récréation',",
fr,plumbing,Plumbing,Plumbing,Plumbing,Plomberie,Plomberie,Plomberie,Plomberie,"'plumbing':'Plomberie',",
fr,plumbing.parts,Plumbing Parts,Plumbing Parts,Plumbing Parts,Pièces de plomberie,Pièces de plomberie,Pièces de plomberie,Pièces de plomberie,"'plumbing.parts':'Pièces de plomberie',",
fr,pneumatic.systems,Pneumatic Systems,Pneumatic Systems,Pneumatic Systems,Systèmes pneumatiques,Systèmes pneumatiques,Systèmes pneumatiques,Systèmes pneumatiques,"'pneumatic.systems':'Systèmes pneumatiques',",
fr,pool.equipment,Pool Equipment,Pool Equipment,Pool Equipment,Piscine Équipement,Piscine Équipement,Piscine Équipement,Piscine Équipement,"'pool.equipment':'Piscine Équipement',",
fr,pos.systems,Pos Systems,Pos Systems,Pos Systems,Systèmes Pos,Systèmes Pos,Systèmes Pos,Systèmes Pos,"'pos.systems':'Systèmes Pos',",
fr,power.generation,Power Generation,Power Generation,Power Generation,La production d'énergie,La production d'énergie,La production d'énergie,La production d'énergie,"'power.generation':'La production d\'énergie',",
fr,power.select.select,Click to select,Click to select,Click to select,Cliquez pour sélectionner,Cliquez pour sélectionner,Cliquez pour sélectionner,Cliquez pour sélectionner,"'power.select.select':'Cliquez pour sélectionner',",
fr,power.washing,Power Washing,Power Washing,Power Washing,Puissance laver,Puissance laver,Puissance laver,Puissance laver,"'power.washing':'Puissance laver',",
fr,power.washing.equipment,Power Washing Equipment,Power Washing Equipment,Power Washing Equipment,Puissance Equipement de lavage,Puissance Equipement de lavage,Puissance Equipement de lavage,Puissance Equipement de lavage,"'power.washing.equipment':'Puissance Equipement de lavage',",
fr,printing,Printing,Printing,Printing,Impression,Impression,Impression,Impression,"'printing':'Impression',",
fr,promotional.products,Promotional Products,Promotional Products,Promotional Products,Produits promotionnels,Produits promotionnels,Produits promotionnels,Produits promotionnels,"'promotional.products':'Produits promotionnels',",
fr,quality.assurance,Quality Assurance,Quality Assurance,Quality Assurance,Assurance qualité,Assurance qualité,Assurance qualité,Assurance qualité,"'quality.assurance':'Assurance qualité',",
fr,rail.road.materials.handling,Rail Road Materials Handling,Rail Road Materials Handling,Rail Road Materials Handling,Rail Road Materials Handling,Rail Road Materials Handling,Rail Road Materials Handling,Rail Road Materials Handling,"'rail.road.materials.handling':'Rail Road Materials Handling',",
fr,recycling,Recycling,Recycling,Recycling,Recyclage,Recyclage,Recyclage,Recyclage,"'recycling':'Recyclage',",
fr,refinery,Refinery,Refinery,Refinery,Raffinerie,Raffinerie,Raffinerie,Raffinerie,"'refinery':'Raffinerie',",
fr,refrigeration,Refrigeration,Refrigeration,Refrigeration,Réfrigération,Réfrigération,Réfrigération,Réfrigération,"'refrigeration':'Réfrigération',",
fr,refrigeration.parts,Refrigeration Parts,Refrigeration Parts,Refrigeration Parts,Pièces de réfrigération,Pièces de réfrigération,Pièces de réfrigération,Pièces de réfrigération,"'refrigeration.parts':'Pièces de réfrigération',",
fr,relocation,Relocation,Relocation,Relocation,Déménagement,Déménagement,Déménagement,Déménagement,"'relocation':'Déménagement',",
fr,remediation,Remediation,Remediation,Remediation,assainissement,assainissement,assainissement,assainissement,"'remediation':'assainissement',",
fr,restoration,Restoration,Restoration,Restoration,Restauration,Restauration,Restauration,Restauration,"'restoration':'Restauration',",
fr,restroom.accessories,Restroom Accessories,Restroom Accessories,Restroom Accessories,Accessoires Restroom,Accessoires Restroom,Accessoires Restroom,Accessoires Restroom,"'restroom.accessories':'Accessoires Restroom',",
fr,restroom.partitions,Restroom Partitions,Restroom Partitions,Restroom Partitions,Restroom Partitions,Restroom Partitions,Restroom Partitions,Restroom Partitions,"'restroom.partitions':'Restroom Partitions',",
fr,retention.ponds,Retention Ponds,Retention Ponds,Retention Ponds,Bassins de rétention,Bassins de rétention,Bassins de rétention,Bassins de rétention,"'retention.ponds':'Bassins de rétention',",
fr,risk.management,Risk Management,Risk Management,Risk Management,Gestion des risques,Gestion des risques,Gestion des risques,Gestion des risques,"'risk.management':'Gestion des risques',",
fr,river.and.levee.repair,River And Levee Repair,River And Levee Repair,River And Levee Repair,Rivière Et Levee réparation,Rivière Et Levee réparation,Rivière Et Levee réparation,Rivière Et Levee réparation,"'river.and.levee.repair':'Rivière Et Levee réparation',",
fr,road.maintenance,Road Maintenance,Road Maintenance,Road Maintenance,Entretien routier,Entretien routier,Entretien routier,Entretien routier,"'road.maintenance':'Entretien routier',",
fr,role.label.permission.category,Category,Category,Category,Catégorie,Catégorie,Catégorie,Catégorie,"'role.label.permission.category':'Catégorie',",
fr,role.label.permission.create,Create,Create,Create,Créer,Créer,Créer,Créer,"'role.label.permission.create':'Créer',",
fr,role.label.permission.delete,Delete,Delete,Delete,Effacer,Effacer,Effacer,Effacer,"'role.label.permission.delete':'Effacer',",
fr,role.label.permission.edit,Edit,Edit,Edit,modifier,modifier,modifier,modifier,"'role.label.permission.edit':'modifier',",
fr,role.label.permission.location,Location,Location,Location,Emplacement,Emplacement,Emplacement,Emplacement,"'role.label.permission.location':'Emplacement',",
fr,role.label.permission.locationlevel,Location Level,Location Level,Location Level,Lieu Niveau,Lieu Niveau,Lieu Niveau,Lieu Niveau,"'role.label.permission.locationlevel':'Lieu Niveau',",
fr,role.label.permission.person,Person,Person,Person,La personne,La personne,La personne,La personne,"'role.label.permission.person':'La personne',",
fr,role.label.permission.provider,Provider,Provider,Provider,Fournisseur,Fournisseur,Fournisseur,Fournisseur,"'role.label.permission.provider':'Fournisseur',",
fr,role.label.permission.role,Role,Role,Role,Rôle,Rôle,Rôle,Rôle,"'role.label.permission.role':'Rôle',",
fr,role.label.permission.ticket,Ticket,Ticket,Ticket,Billet,Billet,Billet,Billet,"'role.label.permission.ticket':'Billet',",
fr,role.label.permission.view,View,View,View,Vue,Vue,Vue,Vue,"'role.label.permission.view':'Vue',",
fr,role.label.permission.workorder,Work Order,Work Order,Work Order,Ordre de travail,Ordre de travail,Ordre de travail,Ordre de travail,"'role.label.permission.workorder':'Ordre de travail',",
fr,roofing,Roofing,Roofing,Roofing,Toiture,Toiture,Toiture,Toiture,"'roofing':'Toiture',",
fr,room.partitions,Room Partitions,Room Partitions,Room Partitions,Partitions de la chambre,Partitions de la chambre,Partitions de la chambre,Partitions de la chambre,"'room.partitions':'Partitions de la chambre',",
fr,safes,Safes,Safes,Safes,Coffres-forts,Coffres-forts,Coffres-forts,Coffres-forts,"'safes':'Coffres-forts',",
fr,safety,Safety,Safety,Safety,sécurité,sécurité,sécurité,sécurité,"'safety':'sécurité',",
fr,scaffolding,Scaffolding,Scaffolding,Scaffolding,Échafaudage,Échafaudage,Échafaudage,Échafaudage,"'scaffolding':'Échafaudage',",
fr,seating,Seating,Seating,Seating,Sièges,Sièges,Sièges,Sièges,"'seating':'Sièges',",
fr,security,Security,Security,Security,Sécurité,Sécurité,Sécurité,Sécurité,"'security':'Sécurité',",
fr,security.equipment,Security Equipment,Security Equipment,Security Equipment,Équipements de sécurité,Équipements de sécurité,Équipements de sécurité,Équipements de sécurité,"'security.equipment':'Équipements de sécurité',",
fr,selects.loading,Loading,Loading,Loading,Chargement,Chargement,Chargement,Chargement,"'selects.loading':'Chargement',",
fr,selects.noMatchesMessage,No Matches,No Matches,No Matches,Pas de correspondance,Pas de correspondance,Pas de correspondance,Pas de correspondance,"'selects.noMatchesMessage':'Pas de correspondance',",
fr,selects.searchMessage,Type to search,Type to search,Type to search,Tapez pour rechercher,Tapez pour rechercher,Tapez pour rechercher,Tapez pour rechercher,"'selects.searchMessage':'Tapez pour rechercher',",
fr,selects.searchPlaceholder,Search,Search,Search,Chercher,Chercher,Chercher,Chercher,"'selects.searchPlaceholder':'Chercher',",
fr,sewage.lift.stations,Sewage Lift Stations,Sewage Lift Stations,Sewage Lift Stations,Stations d'égouts Ascenseur,Stations d'égouts Ascenseur,Stations d'égouts Ascenseur,Stations d'égouts Ascenseur,"'sewage.lift.stations':'Stations d\'égouts Ascenseur',",
fr,sharpening.services,Sharpening Services,Sharpening Services,Sharpening Services,services affûtage,services affûtage,services affûtage,services affûtage,"'sharpening.services':'services affûtage',",
fr,sheet.metal,Sheet Metal,Sheet Metal,Sheet Metal,Tôle,Tôle,Tôle,Tôle,"'sheet.metal':'Tôle',",
fr,shipping.and.receiving,Shipping And Receiving,Shipping And Receiving,Shipping And Receiving,Expédier et recevoir,Expédier et recevoir,Expédier et recevoir,Expédier et recevoir,"'shipping.and.receiving':'Expédier et recevoir',",
fr,shopping.carts,Shopping Carts,Shopping Carts,Shopping Carts,Paniers,Paniers,Paniers,Paniers,"'shopping.carts':'Paniers',",
fr,showcase.and.display,Showcase And Display,Showcase And Display,Showcase And Display,Showcase Et Display,Showcase Et Display,Showcase Et Display,Showcase Et Display,"'showcase.and.display':'Showcase Et Display',",
fr,signs.and.banners,Signs And Banners,Signs And Banners,Signs And Banners,Signes et Bannières,Signes et Bannières,Signes et Bannières,Signes et Bannières,"'signs.and.banners':'Signes et Bannières',",
fr,site.inspections,Site Inspections,Site Inspections,Site Inspections,Inspections du site,Inspections du site,Inspections du site,Inspections du site,"'site.inspections':'Inspections du site',",
fr,snow.removal,Snow Removal,Snow Removal,Snow Removal,Déneigement,Déneigement,Déneigement,Déneigement,"'snow.removal':'Déneigement',",
fr,soda.equipment,Soda Equipment,Soda Equipment,Soda Equipment,Équipement Soda,Équipement Soda,Équipement Soda,Équipement Soda,"'soda.equipment':'Équipement Soda',",
fr,solar.panels,Solar Panels,Solar Panels,Solar Panels,Panneaux solaires,Panneaux solaires,Panneaux solaires,Panneaux solaires,"'solar.panels':'Panneaux solaires',",
fr,spot.coolers,Spot Coolers,Spot Coolers,Spot Coolers,Coolers Spot,Coolers Spot,Coolers Spot,Coolers Spot,"'spot.coolers':'Coolers Spot',",
fr,staffing.services,Staffing Services,Staffing Services,Staffing Services,Services de dotation,Services de dotation,Services de dotation,Services de dotation,"'staffing.services':'Services de dotation',",
fr,stainless.equipment.and.maintenance,Stainless Equipment And Maintenance,Stainless Equipment And Maintenance,Stainless Equipment And Maintenance,Équipement inoxydable et entretien,Équipement inoxydable et entretien,Équipement inoxydable et entretien,Équipement inoxydable et entretien,"'stainless.equipment.and.maintenance':'Équipement inoxydable et entretien',",
fr,storage,Storage,Storage,Storage,Espace de rangement,Espace de rangement,Espace de rangement,Espace de rangement,"'storage':'Espace de rangement',",
fr,storefront,Storefront,Storefront,Storefront,Storefront,Storefront,Storefront,Storefront,"'storefront':'Storefront',",
fr,storm.water.systems,Storm Water Systems,Storm Water Systems,Storm Water Systems,Systèmes des eaux pluviales,Systèmes des eaux pluviales,Systèmes des eaux pluviales,Systèmes des eaux pluviales,"'storm.water.systems':'Systèmes des eaux pluviales',",
fr,street.sweeping,Street Sweeping,Street Sweeping,Street Sweeping,rue Balayer,rue Balayer,rue Balayer,rue Balayer,"'street.sweeping':'rue Balayer',",
fr,strollers,Strollers,Strollers,Strollers,Poussettes,Poussettes,Poussettes,Poussettes,"'strollers':'Poussettes',",
fr,structural.repairs,Structural Repairs,Structural Repairs,Structural Repairs,Réparations structurelles,Réparations structurelles,Réparations structurelles,Réparations structurelles,"'structural.repairs':'Réparations structurelles',",
fr,supplies,Supplies,Supplies,Supplies,Provisions,Provisions,Provisions,Provisions,"'supplies':'Provisions',",
fr,table/bar.top.refinishing,Table/Bar Top Refinishing,Table/Bar Top Refinishing,Table/Bar Top Refinishing,Table / Bar Top Refinishing,Table / Bar Top Refinishing,Table / Bar Top Refinishing,Table / Bar Top Refinishing,"'table/bar.top.refinishing':'Table / Bar Top Refinishing',",
fr,tenant.billing_contact,Billing Contact,Billing Contact,Billing Contact,Contact de facturation,Contact de facturation,Contact de facturation,Contact de facturation,"'tenant.billing_contact':'Contact de facturation',",
fr,tenant.company_code,Company Code must be provided,Company Code must be provided,Company Code must be provided,Code des sociétés doit être fournie,Code des sociétés doit être fournie,Code des sociétés doit être fournie,Code des sociétés doit être fournie,"'tenant.company_code':'Code des sociétés doit être fournie',",
fr,tenant.company_name,Company Name,Company Name,Company Name,Nom de la compagnie,Nom de la compagnie,Nom de la compagnie,Nom de la compagnie,"'tenant.company_name':'Nom de la compagnie',",
fr,tenant.dashboard_text,Dashboard Text,Dashboard Text,Dashboard Text,Tableau de bord texte,Tableau de bord texte,Tableau de bord texte,Tableau de bord texte,"'tenant.dashboard_text':'Tableau de bord texte',",
