LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
zh-cn,ticket.label.comment_add,Enter a comment,Enter a comment,Enter a comment,输入注释,输入注释,输入注释,输入注释,"'ticket.label.comment_add':'输入注释',",
zh-cn,ticket.label.created,Created,Created,Created,创建,创建,创建,创建,"'ticket.label.created':'创建',",
zh-cn,ticket.label.formatted_date,Created,Created,Created,创建,创建,创建,创建,"'ticket.label.formatted_date':'创建',",
zh-cn,ticket.label.location-name,Location,Location,Location,位置,位置,位置,位置,"'ticket.label.location-name':'位置',",
zh-cn,ticket.label.number,Ticket Number,Ticket Number,Ticket Number,票号,票号,票号,票号,"'ticket.label.number':'票号',",
zh-cn,ticket.label.numberSymbol,#,#,#,＃,＃,＃,＃,"'ticket.label.numberSymbol':'＃',",
zh-cn,ticket.label.priority-name,Priority,Priority,Priority,优先,优先,优先,优先,"'ticket.label.priority-name':'优先',",
zh-cn,ticket.label.request,Request,Request,Request,请求,请求,请求,请求,"'ticket.label.request':'请求',",
zh-cn,ticket.label.requester,Requester,Requester,Requester,请求者,请求者,请求者,请求者,"'ticket.label.requester':'请求者',",
zh-cn,ticket.label.status-name,Status,Status,Status,状态,状态,状态,状态,"'ticket.label.status-name':'状态',",
zh-cn,ticket.new,New Tickets,New Tickets,New Tickets,新门票,新门票,新门票,新门票,"'ticket.new':'新门票',",
zh-cn,ticket.one,Ticket,Ticket,Ticket,票,票,票,票,"'ticket.one':'票',",
zh-cn,ticket.other,Tickets,Tickets,Tickets,门票,门票,门票,门票,"'ticket.other':'门票',",
zh-cn,ticket.priority.emergency,Emergency,Emergency,Emergency,急,急,急,急,"'ticket.priority.emergency':'急',",
zh-cn,ticket.priority.high,High,High,High,高,高,高,高,"'ticket.priority.high':'高',",
zh-cn,ticket.priority.low,Low,Low,Low,低,低,低,低,"'ticket.priority.low':'低',",
zh-cn,ticket.priority.medium,Medium,Medium,Medium,中,中,中,中,"'ticket.priority.medium':'中',",
zh-cn,ticket.search,Search Tickets,Search Tickets,Search Tickets,搜索门票,搜索门票,搜索门票,搜索门票,"'ticket.search':'搜索门票',",
zh-cn,ticket.section.activity,Activity,Activity,Activity,活动,活动,活动,活动,"'ticket.section.activity':'活动',",
zh-cn,ticket.section.details,Details,Details,Details,细节,细节,细节,细节,"'ticket.section.details':'细节',",
zh-cn,ticket.section.location,Location,Location,Location,位置,位置,位置,位置,"'ticket.section.location':'位置',",
zh-cn,ticket.section.request,Request,Request,Request,请求,请求,请求,请求,"'ticket.section.request':'请求',",
zh-cn,ticket.status.cancelled,Cancelled,Cancelled,Cancelled,取消,取消,取消,取消,"'ticket.status.cancelled':'取消',",
zh-cn,ticket.status.complete,Complete,Complete,Complete,完成,完成,完成,完成,"'ticket.status.complete':'完成',",
zh-cn,ticket.status.deferred,Deferred,Deferred,Deferred,递延,递延,递延,递延,"'ticket.status.deferred':'递延',",
zh-cn,ticket.status.denied,Denied,Denied,Denied,被拒绝,被拒绝,被拒绝,被拒绝,"'ticket.status.denied':'被拒绝',",
zh-cn,ticket.status.draft,Draft,Draft,Draft,草案,草案,草案,草案,"'ticket.status.draft':'草案',",
zh-cn,ticket.status.in_progress,In Progress,In Progress,In Progress,进行中,进行中,进行中,进行中,"'ticket.status.in_progress':'进行中',",
zh-cn,ticket.status.new,New,New,New,新,新,新,新,"'ticket.status.new':'新',",
zh-cn,ticket.status.pending,Pending,Pending,Pending,有待,有待,有待,有待,"'ticket.status.pending':'有待',",
zh-cn,ticket.status.solved,Solved,Solved,Solved,解决了,解决了,解决了,解决了,"'ticket.status.solved':'解决了',",
zh-cn,ticket.status.unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,不满意,不满意,不满意,不满意,"'ticket.status.unsatisfactory':'不满意',",
zh-cn,ticket.title.comment-activity,Comments and Activity,Comments and Activity,Comments and Activity,评论和活动,评论和活动,评论和活动,评论和活动,"'ticket.title.comment-activity':'评论和活动',",
zh-cn,tiles,Tiles,Tiles,Tiles,瓷砖,瓷砖,瓷砖,瓷砖,"'tiles':'瓷砖',",
zh-cn,training,Training,Training,Training,训练,训练,训练,训练,"'training':'训练',",
zh-cn,trench.drain,Trench Drain,Trench Drain,Trench Drain,沟道排水,沟道排水,沟道排水,沟道排水,"'trench.drain':'沟道排水',",
zh-cn,upholstery,Upholstery,Upholstery,Upholstery,内饰,内饰,内饰,内饰,"'upholstery':'内饰',",
zh-cn,upload.progress,Progress,Progress,Progress,进展,进展,进展,进展,"'upload.progress':'进展',",
zh-cn,utilities,Utilities,Utilities,Utilities,公用事业,公用事业,公用事业,公用事业,"'utilities':'公用事业',",
zh-cn,vacuum,Vacuum,Vacuum,Vacuum,真空,真空,真空,真空,"'vacuum':'真空',",
zh-cn,validation.invalid,Invalid,Invalid,Invalid,无效,无效,无效,无效,"'validation.invalid':'无效',",
zh-cn,validation.valid,Valid,Valid,Valid,有效,有效,有效,有效,"'validation.valid':'有效',",
zh-cn,vehicle.maintenance,Vehicle Maintenance,Vehicle Maintenance,Vehicle Maintenance,汽车维修,汽车维修,汽车维修,汽车维修,"'vehicle.maintenance':'汽车维修',",
zh-cn,vending,Vending,Vending,Vending,自动售货机,自动售货机,自动售货机,自动售货机,"'vending':'自动售货机',",
zh-cn,vertical.transportation,Vertical Transportation,Vertical Transportation,Vertical Transportation,垂直运输,垂直运输,垂直运输,垂直运输,"'vertical.transportation':'垂直运输',",
zh-cn,violations,Violations,Violations,Violations,违规,违规,违规,违规,"'violations':'违规',",
zh-cn,waste.and.recycling,Waste And Recycling,Waste And Recycling,Waste And Recycling,废物和回收,废物和回收,废物和回收,废物和回收,"'waste.and.recycling':'废物和回收',",
zh-cn,water.conservation,Water Conservation,Water Conservation,Water Conservation,节约用水,节约用水,节约用水,节约用水,"'water.conservation':'节约用水',",
zh-cn,water.coolers,Water Coolers,Water Coolers,Water Coolers,水冷却器,水冷却器,水冷却器,水冷却器,"'water.coolers':'水冷却器',",
zh-cn,water.heaters,Water Heaters,Water Heaters,Water Heaters,热水器,热水器,热水器,热水器,"'water.heaters':'热水器',",
zh-cn,water.installations,Water Installations,Water Installations,Water Installations,水装置,水装置,水装置,水装置,"'water.installations':'水装置',",
zh-cn,welding,Welding,Welding,Welding,焊接,焊接,焊接,焊接,"'welding':'焊接',",
zh-cn,wholesale.distributing,Wholesale Distributing,Wholesale Distributing,Wholesale Distributing,批发集散,批发集散,批发集散,批发集散,"'wholesale.distributing':'批发集散',",
zh-cn,window.cleaning,Window Cleaning,Window Cleaning,Window Cleaning,窗户清洁,窗户清洁,窗户清洁,窗户清洁,"'window.cleaning':'窗户清洁',",
zh-cn,work_order.button.dispatch,Create Work Order,Create Work Order,Create Work Order,创建工作订单,创建工作订单,创建工作订单,创建工作订单,"'work_order.button.dispatch':'创建工作订单',",
zh-cn,work_order.button.done,Done,Done,Done,做,做,做,做,"'work_order.button.done':'做',",
zh-cn,work_order.create.back,Back,Back,Back,背部,背部,背部,背部,"'work_order.create.back':'背部',",
zh-cn,work_order.create.cancel,Cancel,Cancel,Cancel,取消,取消,取消,取消,"'work_order.create.cancel':'取消',",
zh-cn,work_order.create.confirm_send,Confirm & Send,Confirm & Send,Confirm & Send,确认并发送,确认并发送,确认并发送,确认并发送,"'work_order.create.confirm_send':'确认并发送',",
zh-cn,work_order.create.cost_schedule,Cost & Schedule,Cost & Schedule,Cost & Schedule,成本与进度,成本与进度,成本与进度,成本与进度,"'work_order.create.cost_schedule':'成本与进度',",
zh-cn,work_order.create.next,Next,Next,Next,下一个,下一个,下一个,下一个,"'work_order.create.next':'下一个',",
zh-cn,work_order.create.select_provider,Select Provider,Select Provider,Select Provider,选择供应商,选择供应商,选择供应商,选择供应商,"'work_order.create.select_provider':'选择供应商',",
zh-cn,work_order.label.approved_amount,Approved Amount,Approved Amount,Approved Amount,批准的金额,批准的金额,批准的金额,批准的金额,"'work_order.label.approved_amount':'批准的金额',",
zh-cn,work_order.label.category,Category,Category,Category,类别,类别,类别,类别,"'work_order.label.category':'类别',",
zh-cn,work_order.label.cost_estimate,Cost Estimate,Cost Estimate,Cost Estimate,成本估算,成本估算,成本估算,成本估算,"'work_order.label.cost_estimate':'成本估算',",
zh-cn,work_order.label.gl_code,G.L. Code,G.L. Code,G.L. Code,G.L.代码,G.L.代码,G.L.代码,G.L.代码,"'work_order.label.gl_code':'G.L.代码',",
zh-cn,work_order.label.instructions,Additional Instructions for Provider,Additional Instructions for Provider,Additional Instructions for Provider,为提供附加说明,为提供附加说明,为提供附加说明,为提供附加说明,"'work_order.label.instructions':'为提供附加说明',",
zh-cn,work_order.label.name,name,name,name,名称,名称,名称,名称,"'work_order.label.name':'名称',",
zh-cn,work_order.label.provider,Provider,Provider,Provider,提供商,提供商,提供商,提供商,"'work_order.label.provider':'提供商',",
zh-cn,work_order.label.reschedule,Reschedule,Reschedule,Reschedule,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,work_order.label.reschedule_cancel,Cancel Reschedule,Cancel Reschedule,Cancel Reschedule,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,work_order.label.scheduled_date,ETA,ETA,ETA,ETA,ETA,ETA,ETA,"'work_order.label.scheduled_date':'ETA',",
zh-cn,work_order.label.success,Your work order has been sent!,Your work order has been sent!,Your work order has been sent!,你的工作秩序已发送！,你的工作秩序已发送！,你的工作秩序已发送！,你的工作秩序已发送！,"'work_order.label.success':'你的工作秩序已发送！',",
zh-cn,work_order.label.time_on_site,Time on Site,Time on Site,Time on Site,网站停留时间,网站停留时间,网站停留时间,网站停留时间,"'work_order.label.time_on_site':'网站停留时间',",
zh-cn,work_order.label.tracking_number,Tracking Number,Tracking Number,Tracking Number,追踪号码,追踪号码,追踪号码,追踪号码,"'work_order.label.tracking_number':'追踪号码',",
zh-cn,work_order.label.tracking_tbd,Pending,Pending,Pending,有待,有待,有待,有待,"'work_order.label.tracking_tbd':'有待',",
zh-cn,work_order.new,Create Work Order,Create Work Order,Create Work Order,创建工作订单,创建工作订单,创建工作订单,创建工作订单,"'work_order.new':'创建工作订单',",
zh-cn,work_order.one,Work Order,Work Order,Work Order,工作指示,工作指示,工作指示,工作指示,"'work_order.one':'工作指示',",
zh-cn,work_order.phrase.approval,{{cost}} approved by {{approver}} on {{approvedDate}},_cost}} approved by _approver}} on _approvedDate}},_cost_var_ approved by _approver_var_ on _approvedDate_var_,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,work_order.phrase.not_approved,Not approved,Not approved,Not approved,不批准,不批准,不批准,不批准,"'work_order.phrase.not_approved':'不批准',",
zh-cn,work_order.status.complete,Work Complete,Work Complete,Work Complete,完成工作,完成工作,完成工作,完成工作,"'work_order.status.complete':'完成工作',",
zh-cn,work_order.status.invoiced,Invoiced,Invoiced,Invoiced,已开发票,已开发票,已开发票,已开发票,"'work_order.status.invoiced':'已开发票',",
,work_order.status.new,New,New,New,Loading...,Loading...,Loading...,,,
,work_order.status.on_site,On Site,On Site,On Site,#VALUE!,#VALUE!,#VALUE!,,,
,work_order.status.paid,Paid,Paid,Paid,#VALUE!,#VALUE!,#VALUE!,,,
,work_order.status.scheduled,Work Scheduled,Work Scheduled,Work Scheduled,Loading...,Loading...,Loading...,,,
,work_order.status.sent,Work Order Sent,Work Order Sent,Work Order Sent,Loading...,Loading...,Loading...,,,
,work_order.title.cost,Cost,Cost,Cost,Loading...,Loading...,Loading...,,,
,work_order.title.instructions,Special Instructions,Special Instructions,Special Instructions,Loading...,Loading...,Loading...,,,
,work_order.title.schedule,Schedule,Schedule,Schedule,Loading...,Loading...,Loading...,,,
